ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,264.32,2,0.2,19.824,0.075
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,7,0,6.6584,0.29
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,19.44,3,0,9.3312,0.48
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2,0,4.293,0.45
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,5.81,1,0,1.8011,0.31
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,5.76,2,0,1.728,0.3
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,14.91,3,0,4.6221,0.31
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.642,9,0.5,-4.428,-0.35625
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2,0,8.7138,0.47
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,498.975,5,0.2,70.8407,0.325
First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,189.576,1,0.2,9.4788,0.05
First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,71.96,5,0.2,7.196,0.1
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,498.975,5,0.2,47.243,0.0875
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,498.975,4,0.2,54.4008,0.075
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3,0,2.604,0.35
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1,0,11.0544,0.28
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,498.975,5,0.1,70.8407,0.288888889
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,75.33,9,0,19.5858,0.26
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,325.632,6,0.2,28.4928,0.0875
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,23.344,2,0.2,-1.459,-0.0625
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,16.52,5,0.2,5.369,0.325
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,335.72,5,0.2,70.8407,0.3375
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,251.944,7,0.2,70.8407,0.35
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,127.302,7,0.3,-9.093,-0.071428571
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,498.975,8,0,70.8407,0.26
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,12.53,1,0,5.8891,0.47
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,34.58,1,0,10.0282,0.29
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,300.98,1,0,70.8407,0.29
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,258.75,3,0,70.8407,0.3
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,59.52,3,0,15.4752,0.26
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,57.96,7,0,27.2412,0.47
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,441.96,2,0,70.8407,0.23
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,68.04,6,0,33.3396,0.49
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,498.975,6,0.5,-39.7425,-0.35625
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,17.904,4,0.5,-14.92,-0.35625
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.976,4,0.5,-9.1816,-0.35625
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,67.96,5,0.2,0.8495,0.0125
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,498.975,3,0.2,70.8407,0.1
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,498.975,2,0.5,-39.7425,-0.35625
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,4.544,2,0.2,1.6472,0.3625
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,498.975,4,0.2,70.8407,0.0625
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,498.975,9,0.4,-39.7425,-0.3
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,19.872,3,0.2,6.7068,0.3375
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Accessories,119.448,3,0.2,-13.4379,-0.1125
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,118.16,2,0.2,-25.109,-0.2125
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,19.56,4,0,5.4768,0.28
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,80.96,4,0,29.1456,0.36
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,25.92,4,0,12.4416,0.48
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,106.96,2,0,31.0184,0.29
Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,187.76,4,0,70.8407,0.41
First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,76.776,4,0.5,-39.7425,-0.35625
Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,53.9,5,0,25.872,0.48
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,76.728,3,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,10.43,7,0.5,-18.2525,-0.35625
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,99.2,5,0,25.792,0.26
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5,0.2,2.786,0.175
Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,129.92,4,0,10.3936,0.08
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.4,1,0,13.984,0.46
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,498.975,9,0,70.8407,0.48
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,119.1,3,0,34.539,0.29
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.08,6,0,19.2384,0.48
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,59.94,3,0,28.1718,0.47
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,259.98,2,0,70.8407,0.34
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,170.98,1,0,32.4862,0.19
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,38.97,3,0,4.6764,0.12
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,154.9,5,0,69.705,0.45
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,446.068,4,0.3,0,0
Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,152.94,3,0,41.2938,0.27
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,23.472,3,0.2,4.9878,0.2125
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,195.64,4,0,70.8407,0.47
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,14.94,3,0,7.0218,0.47
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,498.975,4,0,70.8407,0.44
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,341.96,2,0,70.8407,0.23
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,498.975,6,0,70.8407,0.25
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,186.732,1,0.1,41.496,0.222222222
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,498.975,3,0,70.8407,0.5
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,26.424,9,0.2,9.5787,0.3625
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,498.975,1,0,70.8407,0.3
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,498.975,9,0,70.8407,0.21
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,17.3,1,0,8.304,0.48
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,160,8,0,62.4,0.39
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,179.94,3,0,50.3832,0.28
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,498.975,3,0,70.8407,0.18
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,12.96,2,0,6.2208,0.48
Standard Class,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,88.8,6,0,44.4,0.5
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,319.968,4,0.2,35.9964,0.1125
Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,167.888,7,0.2,14.6902,0.0875
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Paper,163.96,5,0.2,59.4355,0.3625
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.232,4,0.5,-8.1096,-0.35625
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Technology,Copiers,498.975,2,0,70.8407,0.39
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,73.85,1,0,2.2155,0.03
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Supplies,25.71,3,0,6.6846,0.26
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,17.28,6,0,8.1216,0.47
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,498.975,2,0.3,-39.7425,-0.1
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,11.56,2,0,5.6644,0.49
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,209.97,3,0,58.7916,0.28
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Furniture,Tables,447.84,4,0,70.8407,0.22
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Accessories,479.97,3,0,70.8407,0.34
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,8.64,3,0,2.5056,0.29
Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,11.68,2,0,4.2048,0.36
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,40.776,3,0.2,0.5097,0.0125
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,13.698,3,0.5,-9.5886,-0.35625
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,87.8,5,0.2,32.925,0.375
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,77.952,3,0.2,15.5904,0.2
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,147.184,2,0.2,-29.4368,-0.2
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,47.952,3,0.2,16.1838,0.3375
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,250.26,6,0,70.8407,0.29
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,40.776,3,0.2,0.5097,0.0125
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,29.6,5,0.2,9.25,0.3125
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,1.938,2,0.5,-1.3566,-0.35625
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,159.96,4,0,51.1872,0.32
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,59.52,3,0,15.4752,0.26
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Envelopes,17.48,2,0,8.2156,0.47
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.168,2,0.2,4.6088,0.35
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Appliances,40.74,3,0,12.222,0.3
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,179.886,1,0.3,-2.5698,-0.014285714
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,286.256,1,0.2,17.891,0.0625
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,24.224,2,0.2,-4.8448,-0.2
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,331.536,3,0.2,-39.7425,-0.25
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,17.52,3,0,6.3072,0.36
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,17.856,4,0.2,4.2408,0.2375
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Accessories,431.976,3,0.2,-39.7425,-0.175
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,291.136,4,0.2,-25.4744,-0.0875
First Class,Home Office,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,114.848,4,0.2,35.89,0.3125
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,0.35
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.232,4,0.2,5.5216,0.3625
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,12.42,3,0,5.2164,0.42
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,70.368,4,0.2,26.388,0.375
First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,12.672,9,0.2,1.4256,0.1125
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,89.95,5,0,43.176,0.48
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,6.58,2,0,3.0268,0.46
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,94.99,1,0,28.497,0.3
Second Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Phones,35.12,2,0.2,13.17,0.375
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0,12.4416,0.48
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Binders,7.96,2,0,3.7412,0.47
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,498.975,3,0,70.8407,0.27
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,9.84,3,0,2.8536,0.29
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,25.488,2,0.2,4.779,0.1875
Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,7.56,6,0,0.3024,0.04
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,60.84,3,0,19.4688,0.32
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,450.04,2,0,58.5052,0.13
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,34.6,2,0,16.608,0.48
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,467.97,3,0,70.8407,0.3
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,33.02,2,0,15.8496,0.48
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,17.088,2,0.2,1.068,0.0625
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Art,3.008,2,0.2,0.3384,0.1125
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,268.24,7,0.2,70.8407,0.35
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,431.16,5,0.2,70.8407,0.25
Second Class,Corporate,United States,Buffalo,New York,14215,East,Technology,Phones,43.6,4,0,12.208,0.28
Second Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,154.95,3,0,30.99,0.2
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,42.208,2,0.2,13.7176,0.325
First Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,0.35
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,2.224,1,0.2,0.556,0.25
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,74.52,9,0,35.0244,0.47
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,17.52,3,0,5.256,0.3
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Chairs,498.975,5,0,70.8407,0.21
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,219.9,5,0,59.373,0.27
First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,7.152,3,0.2,0.7152,0.1
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,26.72,5,0.2,9.352,0.35
Same Day,Corporate,United States,Riverside,California,92503,West,Technology,Phones,498.975,2,0.2,70.8407,0.0875
Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,45.96,2,0,13.788,0.3
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,456.588,2,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,498.975,5,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,59.976,3,0.2,11.9952,0.2
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,6.12,3,0,2.8764,0.47
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Appliances,10.98,1,0,2.9646,0.27
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Fasteners,7.86,3,0,3.6156,0.46
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,51.45,3,0,13.8915,0.27
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Binders,37.056,3,0.2,13.896,0.375
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,203.92,4,0,55.0584,0.27
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Phones,29.56,4,0,7.9812,0.27
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,8.568,3,0.5,-14.5656,-0.35625
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,45.248,2,0.2,3.9592,0.0875
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,498.975,9.5,0.4,-39.7425,-0.333333333
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Supplies,185.376,2,0.2,-34.758,-0.1875
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,25.06,2,0,11.7782,0.47
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.89,1,0.5,-4.7685,-0.35625
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,7.896,3,0.2,2.4675,0.3125
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.5,-10.1736,-0.35625
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,30.528,8,0.2,9.54,0.3125
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,4.842,3,0.5,-3.3894,-0.35625
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.8,5,0.5,-2.88,-0.35625
First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Accessories,39.984,2,0.2,-1.4994,-0.0375
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,32.4,5,0,15.876,0.49
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,97.88,2,0,48.94,0.5
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Phones,307.168,4,0.2,30.7168,0.1
Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,26.9,5,0,13.181,0.49
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.01,3,0,22.0947,0.47
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,469.99,1,0,70.8407,0.29
First Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,207.846,3,0.1,2.3094,0.011111111
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,324.744,3,0.2,-39.7425,-0.2375
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,40.48,2,0,14.5728,0.36
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Labels,12,4,0.2,4.2,0.35
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,498.975,4,0.2,-39.7425,-0.0875
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,25.424,1,0.2,-4.767,-0.1875
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Art,2.816,2,0.2,0.3168,0.1125
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,3.204,2,0.5,-2.5632,-0.35625
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,30.828,7,0.5,-24.6624,-0.35625
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Art,47.616,3,0.2,5.952,0.125
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,108.784,2,0.2,10.8784,0.1
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,4.77,1,0,2.1465,0.45
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Art,7.98,3,0,2.0748,0.26
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Tables,498.975,3,0.3,-39.7425,-0.085714286
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,10.56,6,0,4.6464,0.44
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Bookcases,498.975,2,0.15,70.8407,0.094117647
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,17.52,2,0.2,-3.504,-0.2
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,113.22,3,0,29.4372,0.26
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,35.88,6,0,17.5812,0.49
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Binders,498.975,3,0.2,70.8407,0.3625
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Fasteners,11.84,8,0,5.6832,0.48
Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,498.975,6,0,70.8407,0.27
Second Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,111.672,9,0.2,6.9795,0.0625
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Art,8.64,3,0,2.5056,0.29
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,149.97,3,0,52.4895,0.35
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,232.88,5,0.2,17.466,0.075
Standard Class,Corporate,United States,Rome,New York,13440,East,Furniture,Chairs,90.882,1,0.1,15.147,0.166666667
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,498.975,4,0.2,38.1576,0.075
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,9.912,3,0.2,3.2214,0.325
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,63.936,3,0.2,6.3936,0.1
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Art,59.52,3,0,15.4752,0.26
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,311.976,3,0.2,38.997,0.125
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,50.352,3,0.2,17.6232,0.35
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,19.136,2,0.2,1.9136,0.1
Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South,Office Supplies,Art,13.12,5,0.2,2.132,0.1625
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,241.568,2,0.2,-15.098,-0.0625
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,479.92,2,0.2,41.993,0.0875
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,307.136,4,0.2,-11.5176,-0.0375
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Labels,12.6,2,0,5.796,0.46
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,159.98,2,0,57.5928,0.36
Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Envelopes,6.12,3,0,2.8764,0.47
Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Furniture,Tables,498.975,4,0,70.8407,0.09
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,45.96,2,0,13.788,0.3
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,58.05,3,0,26.703,0.46
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,71.28,9.5,0,34.2144,0.48
Standard Class,Consumer,United States,Pharr,Texas,78577,Central,Furniture,Tables,124.404,4,0.3,-21.3264,-0.171428571
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,154.9,5,0,69.705,0.45
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,498.975,9.5,0,70.8407,0.3
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,16.192,2,0.5,-6.8816,-0.35625
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Storage,18.936,3,0.2,-3.7872,-0.2
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Storage,12.672,3,0.2,-3.168,-0.25
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Labels,5.04,2,0.2,1.764,0.35
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,8.448,2,0.2,2.9568,0.35
